Respondent,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data scientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer
2691,Canada,56818.1818181818,4,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2697,Canada,30303.0303030303,1,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2721,United States,92e3,3,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2722,Canada,62121.2121212121,5,FALSE,TRUE,100,Remote,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2731,United States,84e3,6,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2735,United States,5e4,6,TRUE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2736,India,24959.6241374248,5,TRUE,FALSE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2741,United States,101500,8,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2751,United States,8e4,5,FALSE,FALSE,1e3,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2770,United States,168e3,12,FALSE,TRUE,5e3,Not remote,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2780,United States,118e3,7,FALSE,TRUE,5e3,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2781,United States,51e3,4,FALSE,TRUE,5e3,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2786,United States,75e3,15,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2792,India,19086.7713992072,3,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2793,United States,107e3,20,FALSE,TRUE,1,Remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2808,United States,13e4,11,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2815,United States,115e3,20,FALSE,TRUE,500,Remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2824,Canada,75757.5757575758,3,FALSE,TRUE,5e3,Not remote,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2828,United States,157e3,20,TRUE,TRUE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2830,Canada,37878.7878787879,1,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2833,United States,85e3,2,TRUE,TRUE,1e3,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2849,United States,145e3,6,TRUE,TRUE,1e4,Remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2858,India,16150.3450300984,1,FALSE,FALSE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2875,United States,75e3,7,FALSE,TRUE,1e3,Not remote,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2880,United States,12e4,3,FALSE,FALSE,1e3,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2889,United States,7e4,3,FALSE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
2892,United States,125e3,2,FALSE,FALSE,1e4,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2893,United States,96e3,4,FALSE,TRUE,1e4,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2895,Germany,69892.4731182796,20,TRUE,TRUE,20,Not remote,7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2902,United States,73e3,9,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2907,Canada,71969.696969697,3,FALSE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2912,United States,117e3,15,TRUE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2919,United States,165e3,13,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2934,United States,1e5,2,TRUE,TRUE,500,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2943,Canada,89393.9393939394,14,FALSE,FALSE,1,Remote,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2949,India,11745.7054764352,5,FALSE,TRUE,100,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2959,United States,66e3,2,FALSE,TRUE,1,Not remote,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2971,United States,9e4,1,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2974,United States,6e4,1,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2980,United States,155e3,12,TRUE,TRUE,20,Remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2982,India,12039.3481133461,6,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2985,India,44046.3955366319,8,TRUE,TRUE,1e4,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2994,United States,1e5,3,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2995,United States,125e3,4,FALSE,FALSE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3002,United States,85e3,6,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3003,India,1174.57054764352,4,FALSE,TRUE,20,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3008,India,16150.3450300984,19,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3013,India,19820.8779914844,6,FALSE,FALSE,1e4,Not remote,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3020,India,3523.71164293055,1,FALSE,TRUE,10,Not remote,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3036,United States,155e3,14,FALSE,FALSE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3040,India,5717.32491557774,1,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3041,United States,8e4,1,FALSE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3051,India,5600,5,FALSE,TRUE,10,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3053,United States,75e3,3,FALSE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3054,India,2936.42636910879,16,FALSE,TRUE,1,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3055,United States,97e3,12,FALSE,FALSE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3061,United States,125e3,4,FALSE,TRUE,5e3,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3066,United States,95e3,16,FALSE,TRUE,20,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3068,India,12846.865364851,7,FALSE,FALSE,500,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3072,United States,13e4,7,TRUE,FALSE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3075,India,7341.06592277199,6,FALSE,TRUE,500,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3094,United States,7e4,4,TRUE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3098,India,2936.42636910879,1,TRUE,FALSE,20,Not remote,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3099,Canada,43939.3939393939,2,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3101,United States,1e5,15,FALSE,TRUE,1e3,Not remote,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3105,United States,93e3,20,FALSE,FALSE,1e3,Not remote,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3140,India,8809.27910732638,3,TRUE,TRUE,20,Not remote,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3145,India,32300.6900601967,10,FALSE,FALSE,1e4,Not remote,6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3169,United States,89e3,1,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
3188,United States,115e3,20,FALSE,TRUE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3217,United States,14e4,8,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3247,United States,8e4,12,FALSE,TRUE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3253,Germany,53010.752688172,3,FALSE,TRUE,20,Not remote,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3267,India,35237.1164293055,4,TRUE,TRUE,10,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3278,India,18205.8434884745,7,FALSE,FALSE,1e4,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3282,India,3171.3404786375,2,FALSE,TRUE,1e4,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3304,Germany,9e4,20,FALSE,FALSE,1e3,Remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3309,India,8809.27910732638,2,FALSE,TRUE,5e3,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3314,United States,13e4,1,TRUE,TRUE,500,Not remote,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3316,India,45514.6087211863,12,TRUE,TRUE,500,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3341,United States,75e3,8,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3368,United States,156e3,10,TRUE,FALSE,1e4,Remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3388,Germany,46451.6129032258,5,FALSE,FALSE,1,Not remote,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3389,Germany,32258.064516129,3,FALSE,TRUE,1,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3409,United States,85e3,7,TRUE,FALSE,20,Remote,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
3421,Germany,51612.9032258064,7,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3423,India,7634.70855968287,1,FALSE,FALSE,1,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3443,Germany,58064.5161290323,4,TRUE,TRUE,5e3,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3447,India,6606.95933049479,5,FALSE,TRUE,100,Not remote,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3459,Germany,11096.7741935484,6,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3470,United States,146e3,12,TRUE,FALSE,20,Not remote,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3481,United Kingdom,87500,10,TRUE,TRUE,100,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3487,United States,15e4,13,TRUE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3502,India,6166.49537512847,3,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3507,United States,145e3,4,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3516,United Kingdom,48812.5,6,FALSE,FALSE,500,Not remote,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3519,United Kingdom,33750,2,FALSE,FALSE,20,Not remote,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3522,United States,135e3,12,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3531,Germany,68817.2043010753,7,FALSE,FALSE,10,Not remote,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3540,Germany,44086.0215053763,2,TRUE,TRUE,20,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3559,Germany,53763.4408602151,5,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3562,United Kingdom,35625,10,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3565,Germany,54838.7096774193,9,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3611,United States,115e3,7,TRUE,TRUE,1e4,Not remote,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3613,India,5872.85273821759,2,FALSE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3615,United Kingdom,42500,3,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3617,Germany,86021.5053763441,9,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3628,United Kingdom,125e3,18,FALSE,TRUE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3630,United Kingdom,75e3,19,TRUE,TRUE,1e3,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3637,Germany,37634.4086021505,6,TRUE,TRUE,10,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3657,United States,155e3,11,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3658,United Kingdom,57500,10,TRUE,TRUE,10,Not remote,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3706,India,8677.13992071649,5,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3719,India,5872.85273821759,1,FALSE,FALSE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3737,United Kingdom,75e3,15,TRUE,TRUE,1e4,Not remote,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3754,Germany,59139.7849462366,6,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3761,Germany,46236.5591397849,20,TRUE,FALSE,1,Not remote,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3778,Germany,64516.1290322581,9,TRUE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3792,United States,12e4,2,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3798,United Kingdom,57500,9,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3805,India,8515.6364704155,1,TRUE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3816,United Kingdom,81250,7,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3827,United Kingdom,57500,3,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3828,India,11745.7054764352,9,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3834,Germany,79569.8924731183,20,FALSE,TRUE,5e3,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3864,Germany,43010.752688172,1,FALSE,TRUE,100,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3876,United Kingdom,58656.25,20,FALSE,FALSE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3879,India,29364.2636910879,2,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3889,United Kingdom,68750,10,FALSE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3905,United Kingdom,37500,2,TRUE,TRUE,5e3,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3921,United Kingdom,52500,10,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3926,India,5138.74614594039,1,FALSE,FALSE,20,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3933,Germany,69892.4731182796,5,FALSE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3935,United Kingdom,46875,8,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3937,Germany,64193.5483870968,13,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3944,United Kingdom,5e4,7,FALSE,FALSE,1e3,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3948,India,10277.4922918808,5,TRUE,TRUE,1e4,Not remote,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3949,Germany,51612.9032258064,5,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3954,United Kingdom,46250,1,TRUE,TRUE,100,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
